name,iso_country,iso_region,municipality,iata_code,region,country_name
CapitÃ¡n AnÃ­bal Arab Airport,BO,BO-N,Cobija,CIJ,Pando,"Bolivia, Plurinational State of"
El Trompillo Airport,BO,BO-S,Santa Cruz,SRZ,Santa Cruz,"Bolivia, Plurinational State of"
El Alto International Airport,BO,BO-L,La Paz/El Alto,LPB,La Paz,"Bolivia, Plurinational State of"
Juan Mendoza Airport,BO,BO-O,Oruro,ORU,Oruro,"Bolivia, Plurinational State of"
Capitan Nicolas Rojas Airport,BO,BO-P,Potos�,POI,Potosi,"Bolivia, Plurinational State of"
CapitÃ¡n Av. Salvador Ogaya G. airport,BO,BO-S,Puerto Su�rez,PSZ,Santa Cruz,"Bolivia, Plurinational State of"
Santa Ana Del Yacuma Airport,BO,BO-B,Santa Ana del Yacuma,SBL,El Beni,"Bolivia, Plurinational State of"
Capitan Oriel Lea Plaza Airport,BO,BO-T,Tarija,TJA,Tarija,"Bolivia, Plurinational State of"
Teniente Av. Jorge Henrich Arauz Airport,BO,BO-B,Trinidad,TDD,El Beni,"Bolivia, Plurinational State of"
Teniente Coronel Rafael PabÃ³n Airport,BO,BO-T,Villamontes,VLM,Tarija,"Bolivia, Plurinational State of"
Viru Viru International Airport,BO,BO-S,Santa Cruz,VVI,Santa Cruz,"Bolivia, Plurinational State of"
Yacuiba Airport,BO,BO-T,Yacuiba,BYC,Tarija,"Bolivia, Plurinational State of"
Flamingo International Airport,BQ,BQ-BO,Kralendijk,BON,Bonaire,"Bonaire, Sint Eustatius and Saba"
F. D. Roosevelt Airport,BQ,BQ-SE,Sint Eustatius,EUX,Sint Eustatius,"Bonaire, Sint Eustatius and Saba"
Comandante Ariston Pessoa Airport,BR,BR-CE,Jijoca de Jericoacoara,JJD,Ceara,Brazil
ConceiÃ§Ã£o do Araguaia Airport,BR,BR-PA,Concei��o do Araguaia,CDJ,Para,Brazil
Aracati Airport,BR,BR-CE,Aracati,ARX,Ceara,Brazil
Araraquara Airport,BR,BR-SP,Araraquara,AQA,Sao Paulo,Brazil
Santa Maria Airport,BR,BR-SE,Aracaju,AJU,Sergipe,Brazil
Piloto Osvaldo Marques Dias Airport,BR,BR-MT,Alta Floresta,AFL,Mato Grosso,Brazil
AraÃ§atuba Airport,BR,BR-SP,Ara�atuba,ARU,Sao Paulo,Brazil
Val de Cans/JÃºlio Cezar Ribeiro International Airport,BR,BR-PA,Bel�m,BEL,Para,Brazil
Comandante Gustavo Kraemer Airport,BR,BR-RS,Bag�,BGX,Rio Grande do Sul,Brazil
Pampulha - Carlos Drummond de Andrade Airport,BR,BR-MG,Belo Horizonte,PLU,Minas Gerais,Brazil
Bacacheri Airport,BR,BR-PR,Curitiba,BFH,Parana,Brazil
Presidente Juscelino Kubitschek International Airport,BR,BR-DF,Bras�lia,BSB,Distrito Federal,Brazil
Chafei Amsei Airport,BR,BR-SP,Barretos,BAT,Sao Paulo,Brazil
Bauru Airport,BR,BR-SP,Bauru,BAU,Sao Paulo,Brazil
Atlas Brasil Cantanhede Airport,BR,BR-RR,Boa Vista,BVB,Roraima,Brazil
Barra do GarÃ§as Airport,BR,BR-MT,Barra Do Gar�as,BPG,Mato Grosso,Brazil
Umberto Modiano Airport,BR,BR-RJ,Cabo Frio,BZC,Rio de Janeiro,Brazil
Cascavel Airport,BR,BR-PR,Cascavel,CAC,Parana,Brazil
Tancredo Neves International Airport,BR,BR-MG,Belo Horizonte,CNF,Minas Gerais,Brazil
Campo Grande Airport,BR,BR-MS,Campo Grande,CGR,Mato Grosso do Sul,Brazil
Serafin Enoss Bertaso Airport,BR,BR-SC,Chapec�,XAP,Santa Catarina,Brazil
Brig. Lysias Augusto Rodrigues Airport,BR,BR-MA,Carolina,CLN,Maranhao,Brazil
CarajÃ¡s Airport,BR,BR-PA,Parauapebas,CKS,Para,Brazil
DiomÃ­cio Freitas Airport,BR,BR-SC,Crici�ma,CCM,Santa Catarina,Brazil
Bartolomeu Lisandro Airport,BR,BR-RJ,Campos Dos Goytacazes,CAW,Rio de Janeiro,Brazil
CorumbÃ¡ International Airport,BR,BR-MS,Corumb�,CMG,Mato Grosso do Sul,Brazil
Afonso Pena Airport,BR,BR-PR,Curitiba,CWB,Parana,Brazil
Caravelas Airport,BR,BR-BA,Caravelas,CRQ,Bahia,Brazil
Hugo Cantergiani Regional Airport,BR,BR-RS,Caxias Do Sul,CXJ,Rio Grande do Sul,Brazil
Marechal Rondon Airport,BR,BR-MT,Cuiab�,CGB,Mato Grosso,Brazil
Cruzeiro do Sul Airport,BR,BR-AC,Cruzeiro Do Sul,CZS,Acre,Brazil
Presidente Prudente Airport,BR,BR-SP,Presidente Prudente,PPB,Sao Paulo,Brazil
Eduardo Gomes International Airport,BR,BR-AM,Manaus,MAO,Amazonas,Brazil
Jacareacanga Airport,BR,BR-PA,Jacareacanga,JCR,Para,Brazil
Cataratas International Airport,BR,BR-PR,Foz Do Igua�u,IGU,Parana,Brazil
HercÃ­lio Luz International Airport,BR,BR-SC,Florian�polis,FLN,Santa Catarina,Brazil
Fernando de Noronha Airport,BR,BR-PE,Fernando De Noronha,FEN,Pernambuco,Brazil
Pinto Martins International Airport,BR,BR-CE,Fortaleza,FOR,Ceara,Brazil
Rio GaleÃ£o â Tom Jobim International Airport,BR,BR-RJ,Rio De Janeiro,GIG,Rio de Janeiro,Brazil
GuajarÃ¡-Mirim Airport,BR,BR-RO,Guajar�-Mirim,GJM,Rondonia,Brazil
Santa Genoveva Airport,BR,BR-GO,Goi�nia,GYN,Goias,Brazil
Guarulhos - Governador AndrÃ© Franco Montoro International Airport,BR,BR-SP,S�o Paulo,GRU,Sao Paulo,Brazil
GuaratinguetÃ¡ Airport,BR,BR-SP,Guaratinguet�,GUJ,Sao Paulo,Brazil
Altamira Airport,BR,BR-PA,Altamira,ATM,Para,Brazil
Itacoatiara Airport,BR,BR-AM,Itacoatiara,ITA,Amazonas,Brazil
Itaituba Airport,BR,BR-PA,Itaituba,ITB,Para,Brazil
Bahia - Jorge Amado Airport,BR,BR-BA,Ilh�us,IOS,Bahia,Brazil
Usiminas Airport,BR,BR-MG,Ipatinga,IPN,Minas Gerais,Brazil
Prefeito Renato Moreira Airport,BR,BR-MA,Imperatriz,IMP,Maranhao,Brazil
Francisco de Assis Airport,BR,BR-MG,Juiz De Fora,JDF,Minas Gerais,Brazil
Presidente Castro Pinto International Airport,BR,BR-PB,Jo�o Pessoa,JPA,Paraiba,Brazil
Lauro Carneiro de Loyola Airport,BR,BR-SC,Joinville,JOI,Santa Catarina,Brazil
Presidente JoÃ£o Suassuna Airport,BR,BR-PB,Campina Grande,CPV,Paraiba,Brazil
Viracopos International Airport,BR,BR-SP,Campinas,VCP,Sao Paulo,Brazil
Lages Airport,BR,BR-SC,Lages,LAJ,Santa Catarina,Brazil
Lins Airport,BR,BR-SP,Lins,LIP,Sao Paulo,Brazil
Governador JosÃ© Richa Airport,BR,BR-PR,Londrina,LDB,Parana,Brazil
Bom Jesus da Lapa Airport,BR,BR-BA,Bom Jesus Da Lapa,LAZ,Bahia,Brazil
JoÃ£o Correa da Rocha Airport,BR,BR-PA,Marab�,MAB,Para,Brazil
MinaÃ§u Airport,BR,BR-GO,Mina�u,MQH,Goias,Brazil
Monte Dourado Airport,BR,BR-PA,Almeirim,MEU,Para,Brazil
MacaÃ© Airport,BR,BR-RJ,Maca�,MEA,Rio de Janeiro,Brazil
Regional de MaringÃ¡ - SÃ­lvio Name JÃºnior Airport,BR,BR-PR,Maring�,MGF,Parana,Brazil
MÃ¡rio Ribeiro Airport,BR,BR-MG,Montes Claros,MOC,Minas Gerais,Brazil
Frank Miloye MilenkowichiâMarÃ­lia State Airport,BR,BR-SP,Mar�lia,MII,Sao Paulo,Brazil
Ponta Pelada Airport,BR,BR-AM,Manaus,PLL,Amazonas,Brazil
Zumbi dos Palmares Airport,BR,BR-AL,Macei�,MCZ,Alagoas,Brazil
Alberto Alcolumbre Airport,BR,BR-AP,Macap�,MCP,Amapa,Brazil
Dix-Sept Rosado Airport,BR,BR-RN,Mossor�,MVF,Rio Grande do Norte,Brazil
ManicorÃ© Airport,BR,BR-AM,Manicor�,MNX,Amazonas,Brazil
Ministro Victor Konder International Airport,BR,BR-SC,Navegantes,NVT,Santa Catarina,Brazil
Santo Ãngelo Airport,BR,BR-RS,Santo �ngelo,GEL,Rio Grande do Sul,Brazil
Oiapoque Airport,BR,BR-AP,Oiapoque,OYK,Amapa,Brazil
Salgado Filho Airport,BR,BR-RS,Porto Alegre,POA,Rio Grande do Sul,Brazil
PoÃ§os de Caldas - Embaixador Walther Moreira Salles Airport,BR,BR-MG,Po�os De Caldas,POO,Minas Gerais,Brazil
Lauro Kurtz Airport,BR,BR-RS,Passo Fundo,PFB,Rio Grande do Sul,Brazil
Brigadeiro Lysias Rodrigues Airport,BR,BR-TO,Palmas,PMW,Tocantins,Brazil
JoÃ£o SimÃµes Lopes Neto International Airport,BR,BR-RS,Pelotas,PET,Rio Grande do Sul,Brazil
Senador Nilo Coelho Airport,BR,BR-PE,Petrolina,PNZ,Pernambuco,Brazil
Porto Nacional Airport,BR,BR-TO,Porto Nacional,PNB,Tocantins,Brazil
Ponta PorÃ£ Airport,BR,BR-MS,Ponta Por�,PMG,Mato Grosso do Sul,Brazil
Porto Seguro Airport,BR,BR-BA,Porto Seguro,BPS,Bahia,Brazil
Governador Jorge Teixeira de Oliveira Airport,BR,BR-RO,Porto Velho,PVH,Rondonia,Brazil
Rio Branco-PlÃ¡cido de Castro International Airport,BR,BR-AC,Rio Branco,RBR,Acre,Brazil
Guararapes - Gilberto Freyre International Airport,BR,BR-PE,Recife,REC,Pernambuco,Brazil
Santos Dumont Airport,BR,BR-RJ,Rio De Janeiro,SDU,Rio de Janeiro,Brazil
Leite Lopes Airport,BR,BR-SP,Ribeir�o Preto,RAO,Sao Paulo,Brazil
Santa Cruz Air Force Base,BR,BR-RJ,Rio de Janeiro,SNZ,Rio de Janeiro,Brazil
Governador AluÃ­zio Alves International Airport,BR,BR-RN,Natal,NAT,Rio Grande do Norte,Brazil
Professor Urbano Ernesto Stumpf Airport,BR,BR-SP,S�o Jos� Dos Campos,SJK,Sao Paulo,Brazil
Marechal Cunha Machado International Airport,BR,BR-MA,S�o Lu�s,SLZ,Maranhao,Brazil
Santa Maria Airport,BR,BR-RS,Santa Maria,RIA,Rio Grande do Sul,Brazil
Maestro Wilson Fonseca Airport,BR,BR-PA,Santar�m,STM,Para,Brazil
Congonhas Airport,BR,BR-SP,S�o Paulo,CGH,Sao Paulo,Brazil
Prof. Eribelto Manoel Reino State Airport,BR,BR-SP,S�o Jos� Do Rio Preto,SJP,Sao Paulo,Brazil
Base AÃ©rea de Santos Airport,BR,BR-SP,Guaruj�,SSZ,Sao Paulo,Brazil
Deputado Luiz Eduardo MagalhÃ£es International Airport,BR,BR-BA,Salvador,SSA,Bahia,Brazil
Base de AviaÃ§Ã£o de TaubatÃ© Airport,BR,BR-SP,Taubat�,QHP,Sao Paulo,Brazil
Trombetas Airport,BR,BR-PA,Oriximin�,TMT,Para,Brazil
Senador PetrÃ´nio Portela Airport,BR,BR-PI,Teresina,THE,Piaui,Brazil
TefÃ© Airport,BR,BR-AM,Tef�,TFF,Amazonas,Brazil
TarauacÃ¡ Airport,BR,BR-AC,Tarauac�,TRQ,Acre,Brazil
TelÃªmaco Borba Airport,BR,BR-PR,Tel�maco Borba,TEC,Parana,Brazil
Tabatinga Airport,BR,BR-AM,Tabatinga,TBT,Amazonas,Brazil
TucuruÃ­ Airport,BR,BR-PA,Tucuru�,TUR,Para,Brazil
SÃ£o Gabriel da Cachoeira Airport,BR,BR-AM,S�o Gabriel Da Cachoeira,SJL,Amazonas,Brazil
Paulo Afonso Airport,BR,BR-BA,Paulo Afonso,PAV,Bahia,Brazil
Rubem Berta Airport,BR,BR-RS,Uruguaiana,URG,Rio Grande do Sul,Brazil
Ten. Cel. Aviador CÃ©sar Bombonato Airport,BR,BR-MG,Uberl�ndia,UDI,Minas Gerais,Brazil
MÃ¡rio de Almeida Franco Airport,BR,BR-MG,Uberaba,UBA,Minas Gerais,Brazil
Major Brigadeiro Trompowsky Airport,BR,BR-MG,Varginha,VAG,Minas Gerais,Brazil
Brigadeiro CamarÃ£o Airport,BR,BR-RO,Vilhena,BVH,Rondonia,Brazil
Eurico de Aguiar Salles Airport,BR,BR-ES,Vit�ria,VIX,Espirito Santo,Brazil
Campo Fontenelle Airport,BR,BR-SP,Pirassununga,QPS,Sao Paulo,Brazil
Presidente Itamar Franco Airport,BR,BR-MG,Juiz de Fora,IZA,Minas Gerais,Brazil
Zona da Mata Regional Airport,BR,BR-MG,Juiz De Fora,IZA,Minas Gerais,Brazil
Bauru - Arealva Airport,BR,BR-SP,Bauru,JTC,Sao Paulo,Brazil
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,BR,BR-PR,Ponta Grossa,PGZ,Parana,Brazil
AraguaÃ­na Airport,BR,BR-TO,Aragua�na,AUX,Tocantins,Brazil
Clarence A. Bain Airport,BS,BS-MC,Mangrove Cay,MAY,Mangrove Cay,Bahamas
Andros Town Airport,BS,BS-NS,Andros Town,ASD,North Andros,Bahamas
Congo Town Airport,BS,BS-SA,Congo Town,TZN,South Andros,Bahamas
Leonard M Thompson International Airport,BS,BS-CO,Marsh Harbour,MHH,Central Abaco,Bahamas
San Andros Airport,BS,BS-NS,Andros Island,SAQ,North Andros,Bahamas
Spring Point Airport,BS,BS-AK,Spring Point,AXP,Acklins,Bahamas
Treasure Cay Airport,BS,BS-NS,Treasure Cay,TCB,North Andros,Bahamas
Chub Cay Airport,BS,BS-BY,Chub Cay,CCZ,Berry Islands,Bahamas
Great Harbour Cay Airport,BS,BS-BY,Bullocks Harbour,GHC,Berry Islands,Bahamas
South Bimini Airport,BS,BS-BI,South Bimini,BIM,Bimini,Bahamas
Arthur's Town Airport,BS,BS-CI,Arthur's Town,ATC,Cat Island,Bahamas
New Bight Airport,BS,BS-CI,Cat Island,TBI,Cat Island,Bahamas
Colonel Hill Airport,BS,BS-CK,Colonel Hill,CRI,Crooked Island and Long Cay,Bahamas
Exuma International Airport,BS,BS-EX,George Town,GGT,Exuma,Bahamas
North Eleuthera Airport,BS,BS-HI,North Eleuthera,ELH,Harbour Island,Bahamas
Governor's Harbour Airport,BS,BS-CE,Governor's Harbour,GHB,Central Eleuthera,Bahamas
Norman's Cay Airport,BS,BS-EX,Norman's Cay,NMC,Exuma,Bahamas
Rock Sound Airport,BS,BS-SE,Rock Sound,RSD,South Eleuthera,Bahamas
Staniel Cay Airport,BS,BS-EX,Staniel Cay,TYM,Exuma,Bahamas
Grand Bahama International Airport,BS,BS-FP,Freeport,FPO,City of Freeport,Bahamas
Inagua Airport,BS,BS-IN,Matthew Town,IGA,Inagua,Bahamas
Deadman's Cay Airport,BS,BS-LI,Deadman's Cay,LGI,Long Island,Bahamas
Stella Maris Airport,BS,BS-LI,Stella Maris,SML,Long Island,Bahamas
Mayaguana Airport,BS,BS-MG,Abrahams Bay,MYG,Mayaguana,Bahamas
Lynden Pindling International Airport,BS,BS-NP,Nassau,NAS,New Providence,Bahamas
Duncan Town Airport,BS,BS-RI,Duncan Town,DCT,Ragged Island,Bahamas
San Salvador Airport,BS,BS-SR,San Salvador,ZSA,San Salvador and Rum Cay,Bahamas
Gelephu Airport,BT,BT-31,Gelephu,GLU,Sarpang,Bhutan
Paro Airport,BT,BT-11,Paro,PBH,Paro,Bhutan
Francistown Airport,BW,BW-NE,Francistown,FRW,North East,Botswana
Jwaneng Airport,BW,BW-SO,Jwaneng,JWA,Southern,Botswana
Kasane Airport,BW,BW-NW,Kasane,BBK,North West,Botswana
Maun Airport,BW,BW-NW,Maun,MUB,North West,Botswana
Sir Seretse Khama International Airport,BW,BW-SE,Gaborone,GBE,South East,Botswana
Sua Pan Airport,BW,BW-CE,Sowa,SXN,Central,Botswana
Selebi Phikwe Airport,BW,BW-CE,Selebi Phikwe,PKW,Central,Botswana
Brest Airport,BY,BY-BR,Brest,BQT,Brestskaya voblasts',Belarus
Gomel Airport,BY,BY-HO,Gomel,GME,Homyel'skaya voblasts',Belarus
Vitebsk Vostochny Airport,BY,BY-VI,Vitebsk,VTB,Vitsyebskaya voblasts',Belarus
Hrodna Airport,BY,BY-HR,Hrodna,GNA,Hrodzyenskaya voblasts',Belarus
Minsk National Airport,BY,BY-MI,Minsk,MSQ,Minskaya voblasts',Belarus
Mogilev Airport,BY,BY-MA,Mogilev,MVQ,Mahilyowskaya voblasts',Belarus
Big Creek Airport,BZ,BZ-SC,Big Creek,BGK,Stann Creek,Belize
Caye Caulker Airport,BZ,BZ-BZ,Caye Caulker,CUK,Belize,Belize
Caye Chapel Airport,BZ,BZ-BZ,Caye Chapel,CYC,Belize,Belize
Corozal Municipal Airport,BZ,BZ-CZL,Corozal,CZH,Corozal,Belize
Dangriga Airport,BZ,BZ-SC,Dangriga,DGA,Stann Creek,Belize
Placencia Airport,BZ,BZ-SC,Placencia,PLJ,Stann Creek,Belize
Punta Gorda Airport,BZ,BZ-TOL,Punta Gorda,PND,Toledo,Belize
Sartaneja Airport,BZ,BZ-CZL,Sartaneja,SJX,Corozal,Belize
San Pedro Airport,BZ,BZ-CY,San Pedro,SPR,Cayo,Belize
Belize City Municipal Airport,BZ,BZ-BZ,Belize City,TZA,Belize,Belize
Philip S. W. Goldson International Airport,BZ,BZ-BZ,Belize City,BZE,Belize,Belize
Cat Lake Airport,CA,CA-ON,Cat Lake,YAC,Ontario,Canada
Fort Frances Municipal Airport,CA,CA-ON,Fort Frances,YAG,Ontario,Canada
La Grande-4 Airport,CA,CA-QC,La Grande-4,YAH,Quebec,Canada
Alert Bay Airport,CA,CA-BC,Alert Bay,YAL,British Columbia,Canada
Sault Ste Marie Airport,CA,CA-ON,Sault Ste Marie,YAM,Ontario,Canada
Kasabonika Airport,CA,CA-ON,Kasabonika,XKS,Ontario,Canada
Kangirsuk Airport,CA,CA-QC,Kangirsuk,YKG,Quebec,Canada
Attawapiskat Airport,CA,CA-ON,Attawapiskat,YAT,Ontario,Canada
St. Anthony Airport,CA,CA-NL,St. Anthony,YAY,Newfoundland and Labrador,Canada
Tofino / Long Beach Airport,CA,CA-BC,Tofino,YAZ,British Columbia,Canada
Kugaaruk Airport,CA,CA-NU,Kugaaruk,YBB,Nunavut,Canada
Baie Comeau Airport,CA,CA-QC,Baie-Comeau,YBC,Quebec,Canada
Bella Coola Airport,CA,CA-BC,Bella Coola,QBC,British Columbia,Canada
Uranium City Airport,CA,CA-SK,Uranium City,YBE,Saskatchewan,Canada
Bonnyville Airport,CA,CA-AB,Bonnyville,YBY,Alberta,Canada
CFB Bagotville,CA,CA-QC,Bagotville,YBG,Quebec,Canada
Baker Lake Airport,CA,CA-NU,Baker Lake,YBK,Nunavut,Canada
Campbell River Airport,CA,CA-BC,Campbell River,YBL,British Columbia,Canada
Tadoule Lake Airport,CA,CA-MB,Tadoule Lake,XTL,Manitoba,Canada
Brandon Municipal Airport,CA,CA-MB,Brandon,YBR,Manitoba,Canada
Brochet Airport,CA,CA-MB,Brochet,YBT,Manitoba,Canada
Berens River Airport,CA,CA-MB,Berens River,YBV,Manitoba,Canada
Lourdes de Blanc Sablon Airport,CA,CA-QC,Lourdes-De-Blanc-Sablon,YBX,Quebec,Canada
Cartwright Airport,CA,CA-NL,Cartwright,YRF,Newfoundland and Labrador,Canada
Cambridge Bay Airport,CA,CA-NU,Cambridge Bay,YCB,Nunavut,Canada
Cornwall Regional Airport,CA,CA-ON,Cornwall,YCC,Ontario,Canada
Nanaimo Airport,CA,CA-BC,Nanaimo,YCD,British Columbia,Canada
Centralia / James T. Field Memorial Aerodrome,CA,CA-ON,Centralia,YCE,Ontario,Canada
Castlegar/West Kootenay Regional Airport,CA,CA-BC,Castlegar,YCG,British Columbia,Canada
Miramichi Airport,CA,CA-NB,Miramichi,YCH,New Brunswick,Canada
Charlo Airport,CA,CA-NB,Charlo,YCL,New Brunswick,Canada
Cochrane Airport,CA,CA-ON,Cochrane,YCN,Ontario,Canada
Kugluktuk Airport,CA,CA-NU,Kugluktuk,YCO,Nunavut,Canada
Chetwynd Airport,CA,CA-BC,Chetwynd,YCQ,British Columbia,Canada
Cross Lake (Charlie Sinclair Memorial) Airport,CA,CA-MB,Cross Lake,YCR,Manitoba,Canada
Chesterfield Inlet Airport,CA,CA-NU,Chesterfield Inlet,YCS,Nunavut,Canada
Clyde River Airport,CA,CA-NU,Clyde River,YCY,Nunavut,Canada
Dawson City Airport,CA,CA-YT,Dawson City,YDA,Yukon,Canada
Burwash Airport,CA,CA-YT,Burwash,YDB,Yukon,Canada
Deer Lake Airport,CA,CA-NL,Deer Lake,YDF,Newfoundland and Labrador,Canada
Ross River Airport,CA,CA-YT,Ross River,XRR,Yukon,Canada
Dauphin Barker Airport,CA,CA-MB,Dauphin,YDN,Manitoba,Canada
Dolbeau St Felicien Airport,CA,CA-QC,Dolbeau-St-F�licien,YDO,Quebec,Canada
Nain Airport,CA,CA-NL,Nain,YDP,Newfoundland and Labrador,Canada
Dawson Creek Airport,CA,CA-BC,Dawson Creek,YDQ,British Columbia,Canada
Edmonton International Airport,CA,CA-AB,Edmonton,YEG,Alberta,Canada
Arviat Airport,CA,CA-NU,Arviat,YEK,Nunavut,Canada
Elliot Lake Municipal Airport,CA,CA-ON,Elliot Lake,YEL,Ontario,Canada
Manitoulin East Municipal Airport,CA,CA-ON,Manitowaning,YEM,Ontario,Canada
Estevan Airport,CA,CA-SK,Estevan,YEN,Saskatchewan,Canada
Fort Severn Airport,CA,CA-ON,Fort Severn,YER,Ontario,Canada
Edson Airport,CA,CA-AB,Edson,YET,Alberta,Canada
Inuvik Mike Zubko Airport,CA,CA-NT,Inuvik,YEV,Northwest Territories,Canada
Amos/Magny Airport,CA,CA-QC,Amos,YEY,Quebec,Canada
Fort Albany Airport,CA,CA-ON,Fort Albany,YFA,Ontario,Canada
Iqaluit Airport,CA,CA-NU,Iqaluit,YFB,Nunavut,Canada
Fredericton Airport,CA,CA-NB,Fredericton,YFC,New Brunswick,Canada
Forestville Airport,CA,CA-QC,Forestville,YFE,Quebec,Canada
Fort Hope Airport,CA,CA-ON,Fort Hope,YFH,Ontario,Canada
La Macaza / Mont-Tremblant International Inc Airport,CA,CA-QC,Rivi�re Rouge,YTM,Quebec,Canada
Flin Flon Airport,CA,CA-MB,Flin Flon,YFO,Manitoba,Canada
Fort Resolution Airport,CA,CA-NT,Fort Resolution,YFR,Northwest Territories,Canada
Fort Simpson Airport,CA,CA-NT,Fort Simpson,YFS,Northwest Territories,Canada
Makkovik Airport,CA,CA-NL,Makkovik,YMN,Newfoundland and Labrador,Canada
Texada Gillies Bay Airport,CA,CA-BC,Texada,YGB,British Columbia,Canada
Fort Good Hope Airport,CA,CA-NT,Fort Good Hope,YGH,Northwest Territories,Canada
Kingston Norman Rogers Airport,CA,CA-ON,Kingston,YGK,Ontario,Canada
La Grande RiviÃ¨re Airport,CA,CA-QC,La Grande Rivi�re,YGL,Quebec,Canada
Gimli Industrial Park Airport,CA,CA-MB,Gimli,YGM,Manitoba,Canada
Gods Lake Narrows Airport,CA,CA-MB,Gods Lake Narrows,YGO,Manitoba,Canada
GaspÃ© (Michel-Pouliot) Airport,CA,CA-QC,Gasp�,YGP,Quebec,Canada
Geraldton Greenstone Regional Airport,CA,CA-ON,Geraldton,YGQ,Ontario,Canada
Ãles-de-la-Madeleine Airport,CA,CA-QC,�les-de-la-Madeleine,YGR,Quebec,Canada
Igloolik Airport,CA,CA-NU,Igloolik,YGT,Nunavut,Canada
Havre St Pierre Airport,CA,CA-QC,Havre St-Pierre,YGV,Quebec,Canada
Kuujjuarapik Airport,CA,CA-QC,Kuujjuarapik,YGW,Quebec,Canada
Gillam Airport,CA,CA-MB,Gillam,YGX,Manitoba,Canada
Grise Fiord Airport,CA,CA-NU,Grise Fiord,YGZ,Nunavut,Canada
Quaqtaq Airport,CA,CA-QC,Quaqtaq,YQC,Quebec,Canada
Dryden Regional Airport,CA,CA-ON,Dryden,YHD,Ontario,Canada
Hope Airport,CA,CA-BC,Hope,YHE,British Columbia,Canada
Hearst RenÃ© Fontaine Municipal Airport,CA,CA-ON,Hearst,YHF,Ontario,Canada
Nemiscau Airport,CA,CA-QC,Nemiscau,YNS,Quebec,Canada
Ulukhaktok Holman Airport,CA,CA-NT,Ulukhaktok,YHI,Northwest Territories,Canada
Gjoa Haven Airport,CA,CA-NU,Gjoa Haven,YHK,Nunavut,Canada
John C. Munro Hamilton International Airport,CA,CA-ON,Hamilton,YHM,Ontario,Canada
Hornepayne Municipal Airport,CA,CA-ON,Hornepayne,YHN,Ontario,Canada
Hopedale Airport,CA,CA-NL,Hopedale,YHO,Newfoundland and Labrador,Canada
Chevery Airport,CA,CA-QC,Chevery,YHR,Quebec,Canada
Haines Junction Airport,CA,CA-YT,Haines Junction,YHT,Yukon,Canada
MontrÃ©al / Saint-Hubert Airport,CA,CA-QC,Montr�al,YHU,Quebec,Canada
Hay River / Merlyn Carter Airport,CA,CA-NT,Hay River,YHY,Northwest Territories,Canada
Halifax / Stanfield International Airport,CA,CA-NS,Halifax,YHZ,Nova Scotia,Canada
Atikokan Municipal Airport,CA,CA-ON,Atikokan,YIB,Ontario,Canada
Digby / Annapolis Regional Airport,CA,CA-NS,Digby,YDG,Nova Scotia,Canada
St Augustin Airport,CA,CA-QC,St-Augustin,YIF,Quebec,Canada
Ivujivik Airport,CA,CA-QC,Ivujivik,YIK,Quebec,Canada
Pond Inlet Airport,CA,CA-NU,Pond Inlet,YIO,Nunavut,Canada
Island Lake Airport,CA,CA-MB,Island Lake,YIV,Manitoba,Canada
Fort Liard Airport,CA,CA-NT,Fort Liard,YJF,Northwest Territories,Canada
St Jean Airport,CA,CA-QC,St Jean,YJN,Quebec,Canada
Stephenville Airport,CA,CA-NL,Stephenville,YJT,Newfoundland and Labrador,Canada
Kamloops Airport,CA,CA-BC,Kamloops,YKA,British Columbia,Canada
Aklavik/Freddie Carmichael Airport,CA,CA-NT,Aklavik,LAK,Northwest Territories,Canada
Waterloo Airport,CA,CA-ON,Kitchener,YKF,Ontario,Canada
Kangiqsujuaq (Wakeham Bay) Airport,CA,CA-QC,Kangiqsujuaq,YWB,Quebec,Canada
Key Lake Airport,CA,CA-SK,Key Lake,YKJ,Saskatchewan,Canada
Schefferville Airport,CA,CA-QC,Schefferville,YKL,Quebec,Canada
Akulivik Airport,CA,CA-QC,Akulivik,AKV,Quebec,Canada
Waskaganish Airport,CA,CA-QC,Waskaganish,YKQ,Quebec,Canada
Kirkland Lake Airport,CA,CA-ON,Kirkland Lake,YKX,Ontario,Canada
Kindersley Airport,CA,CA-SK,Kindersley,YKY,Saskatchewan,Canada
Buttonville Municipal Airport,CA,CA-ON,Toronto,YKZ,Ontario,Canada
Aupaluk Airport,CA,CA-QC,Aupaluk,YPJ,Quebec,Canada
Kimmirut Airport,CA,CA-NU,Kimmirut,YLC,Nunavut,Canada
Chapleau Airport,CA,CA-ON,Chapleau,YLD,Ontario,Canada
Lansdowne House Airport,CA,CA-ON,Lansdowne House,YLH,Ontario,Canada
Meadow Lake Airport,CA,CA-SK,Meadow Lake,YLJ,Saskatchewan,Canada
Lutselk'e Airport,CA,CA-NT,Lutselk'e,YSG,Northwest Territories,Canada
Lloydminster Airport,CA,CA-AB,Lloydminster,YLL,Alberta,Canada
Leaf Rapids Airport,CA,CA-MB,Leaf Rapids,YLR,Manitoba,Canada
Alert Airport,CA,CA-NU,Alert,YLT,Nunavut,Canada
Kangiqsualujjuaq (Georges River) Airport,CA,CA-QC,Kangiqsualujjuaq,XGR,Quebec,Canada
